file_id,filename,folder,mime_type,dominant_topic,top_keywords,sentiment,text_snippet,score_PLAAF,score_PLAN,score_PLA_Ground,score_Organization,score_Personnel,score_Doctrine,score_Diplomacy,score_Technology,score_Leadership,is_draft,year
1vA-3u6AotllytYkJ-Ej8qEoWcnJMj2N6,PLAN as organization - Ken's edits.docx,PLA Org Structure,application/vnd.openxmlformats-officedocument.wordprocessingml.document,PLAN,"plan, seas, organization, development, missions",-0.3298,"THE PEOPLE’S LIBERATION ARMY NAVY AS AN EVOLVING ORGANIZATION   Li (Draft, please do not cite or circulate without permission)  This chapter examines the People’s Liberation Army Navy (PLAN) as an evolving organization. It addresses three sets of research questions. The first set deals with the issue of service-level concepts and command and control. Specifically, what are the roles and missions? What constitute the “ leadership ” (海军领导机关), and what are their grades and ranks? How does the arty ommittee decision style reconcile with the need for “singularly exercising power” (专一事权) for a military organization such as the PLAN, and what is the relationship between the navy leadership and the PLAN eadquarters first-level departments? What changethe PLAN first-level departments, and what are the subordinate departments? What are the selection trends of the PLAN leadership? The second set of questions has to do with the PLAN below the service-level . What are the major combat service support, combatant, and research and professional military education (PME) organizations that constitute the PLAN? What are their grades and ranks? What major changes have been introduced to them?  The third set of questions concerns the relationship between the evolution of PLAN as an organization and ’s evolving naval strategy, as well as the relationship of the PLAN with non-navy People’s Liberation Army (PLA) and defense industry organizations, mainly in terms of joint operations and naval armament development. How has the PLAN evolved with the changing Chinese naval strategy? What organizational changes have been introduced to enhance the coordination between the PLAN and non-PLAN organizations for joint operations and for naval armament development? It is important to note that this chapter intends to highlight the recent state of the PLAN, but not the history of the PLAN as an organization, except for where there have been important changes over time. about the future PLAN as an orga",0,36,3,24,4,13,1,0,5,True,
1IEEKZR0oP6KttYV4ByBtbfgk3a1A_Qtq,PLAN as organization.docx,PLA Org Structure,application/vnd.openxmlformats-officedocument.wordprocessingml.document,PLAN,"plan, development, seas, navy, organization",0.7149,"THE PEOPLE’S LIBERATION ARMY NAVY  AS AN EVOLVING ORGANIZATION   Li (Draft, please do not cite or circulate without permission)  This chapter examines the People’s Liberation Army Navy (PLAN) as an evolving organization. It addresses three sets of research questions. The first set deals with the issue of service-level concepts and command and control. Specifically, what are the roles and missions of the PLAN? What constitute the “navy leadership organs” (“海军领导机关”), and what are their grades and ranks? How does the party committee decision style reconcile with the need for “singularly exercising power” (“专一事权”) for a military organization such as the PLAN, and what is the relationship between the navy leadership and the PLAN headquarters first-level departments? What has changed to the PLAN first-level departments, and what are the subordinate departments that constitute them? What are the selection trends of the PLAN leadership? The second set of questions has to do with the PLAN below the service-level leadership organs. What are the major combat service support, combatant, and research and professional military education (PME) organizations that constitute the PLAN? What are their grades and ranks? What major changes have been introduced to them?  The third set of questions concerns the relationship between the evolution of PLAN as an organization and ’s evolving naval strategy, as well as the relationship of the PLAN with non-navy People’s Liberation Army (PLA) and defense industry organizations, mainly in terms of joint operations and naval armament development. How has the PLAN evolved with the changing Chinese naval strategy? What organizational changes have been introduced to enhance the coordination between the PLAN and non-PLAN organizations for joint operations and for naval armament development? It is important to note that this chapter intends to highlight the recent state of the PLAN, but not the history of the PLAN as an organization, except for where ",0,38,3,23,4,13,1,0,6,True,
148_ny-Pqi_AskFXxyvBG0yQRWIfAqtuf,Recommended Edits to Nan Li's Paper.docx,PLA Org Structure,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Organization,"department, change, grade, deputy, leader",0.8442,"Recommended Edits for Nan Li’s Paper Basically, this entire paper needs to be completely re-written concerning all references to organizational structure, ranks, and grades. Need a list of acronyms. DC is not a valid acronym for deputy commander. Please review ONI’s China’s Navy 2007, and use ONI’s approved terminology. You can cite this in an early footnote. Do not use “organ”. Use administrative and functional departments or simply departments.  Use zhidui, dadui, and zhongdui. Do not use detachment for zhidui. Refer them to the Intro chapter Appendix A for terminology if necessary. Do not use PLAN Armament Department. Use Equipment Department. Do not use “army grade”. It is corps leader or corps deputy leader Do not use deputy MR/corps/division/regiment grade...use MR/corps/division deputy leader grade There is no “brigade” grade. Brigade leaders are division deputy leader-grade officers. Do not use “级” for grade, use “职”. Be consistent: use Party Committee vs party committee and Standing Committee vs standing committee. Use Party not party Consistency: anytime you have the full name of a department, it needs to be capitalized as in Headquarters Department, Political Department, Logistics Department, and Equipment Department Each level has a leader (正) and deputy (副) leader grade, so do not use “division level” as it can be division leader or deputy leader.  You are consistently confusing your audience by citing only one rank per grade. Every grade has two ranks—a primary and secondary rank. Furthermore, the PLAN does not use “RADM upper half and lower half”. This is a USN term. PLAN rear admirals have only one star. The best thing to do is refer your readers to the Intro chapter that explains that each grade has two ranks...a primary and secondary. Page 4, para 2: Change “the four staff departments, namely command, political, logistics, and armament department” to read “the four first-level departments, namely Headquarters, Political, Logistics, and Equipment...",1,4,6,45,16,0,0,8,17,True,
1-x5GrtaFkyKLF74X3hrWym_TQIA8vAWw,PLA MND - John - 17 Oct 2012.pdf,PLA Org Structure,application/pdf,Organization,"defense, minister, military, china, ministry",0.8894,"China’s Defense Minister and Ministry of National Defense
Kenneth Allen, Christopher M. Clarke, and John Corbett
The purpose of this chapter is to provide an overview of the People’s Republic of China’s 
(PRC’s) Defense Minister (国防部长) and Ministry of National Defense (MND / 国防部). 
Despite decades of research, dozens of books, and hundreds of articles on the People’s Liberation 
Army (PLA / 人民解放军), our examination of the literature has turned up no adequate and 
complete study of MND’s history, structure, functions, and actual operation, especially in the 
post-Mao era. For example, no official Chinese government or military publications or websites 
provides details about MND’s organizational structure and responsibilities or clarity about the 
Defense Minister’s responsibilities.1  It is our hope that this chapter will encourage future 
research to close the obvious information gaps on this important organization and PLA leader. 
Based on the information available, this chapter addresses these issues in the following sections 
and appendices:
•
Section 1: Introduction
•
Section 2: Defense Minister and MND Grades
•
Section 3: Defense Minister Responsibilities
•
Section 4: MND Responsibilities and Organizational Structure
•
Section 5: Possible Reforms
•
Section 6: Information Gaps
•
Appendix A: Ministry of National Defense History
•
Appendix B: China’s 10 Defense Ministers
•
Appendix C: Defense Minister Travel Abroad 2003-2012
•
Defense Minister Hosted Meetings with Foreign Military Leaders 2008-2012
Section 1: Introduction
The first step in understanding the roles of China’s Defense Minister and the Ministry of 
National Defense is to recognize that they do not equate in any respect to the United States’ 
Secretary of Defense and Department of Defense in terms of making defense policy or 
commanding the military. In China, the Chinese Communist Party’s (CCP’s) Central Military 
Commission (CMC / 中央军委) and the four General Departments—General Staff Department 
(GSD)",0,0,1,29,0,0,3,0,13,False,2012.0
12ZR3fhRm4BGDP9Of_kqUHopOAq1Oogfn,Ch 06 GLDKPedits - 21 Aug 2013.docx,PLA Org Structure,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Organization,"logistics, military, department, army, organization",0.4398,"Chapter Six: General Logistics Department Organizational Reforms: 2000 – 2012  Erin Richter, Leigh Ann Ragland, and Katherine Atha    Assessments and measurements of the PLA’s success or failure should avoid simplistic and direct comparisons to other modern military logistics systems, especially evolving Western logistics systems. Analysts should avoid assessments based on perennially limited information that habitually disdain PLA logistics as a historically weak link. On the contrary, PLA logistics have proven highly adaptable and flexible to the situation. Often PLA logistics was not “pretty.”  It lacked efficiency, expended excessive personnel and other resources, or it failed to support decisive engagements. Significant shortfalls do exist. Nonetheless, PLA logistics has been proficient in providing sufficient operational support to massive numbers of personnel and equipment of mixed generations and origins that would make Western logisticians blanch.  Susan Puska, “The People’s Liberation Army (PLA) General Logistics Department(GLD): Towards Joint Logistics Support 2000.”  Introduction This chapter follows the People’s Liberation Army (PLA) General Logistics Department (GLD) (总后勤部) from the 2002 The People’s Liberation Army as Organization conference. The 2002 chapter on the GLD, along with several other publications, provided a good foundation for examining the historical background of the GLD’s organizational structure. However, while researching the GLD’s organization, we discovered that the majority of authoritative sources on the GLD are dated 2003 or earlier. Many documents draw heavily on the People’s Liberation Army Military Logistics151 Encyclopedia published in 2002, which predates major GLD reorganizations that began in 2003. At this time, no openly available publication, in English or Chinese, comprehensively captures the organizational changes within the GLD.  To complicate matters, there appears to be a great deal of confusion within the PLA and ",1,2,7,30,4,2,0,2,10,True,2013.0
1rQ8OFTZ540EW4Fjg6i0QZHveTM76jYY-,Ch 06 GLD - HP - 20 Aug 2013.docx,PLA Org Structure,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Organization,"logistics, military, department, army, organization",0.4398,"Chapter Six: General Logistics Department Organizational Reforms: 2000 – 2012  Erin Richter, Leigh Ann Ragland, and Katherine Atha    Assessments and measurements of the PLA’s success or failure should avoid simplistic and direct comparisons to other modern military logistics systems, especially evolving Western logistics systems. Analysts should avoid assessments based on perennially limited information that habitually disdain PLA logistics as a historically weak link. On the contrary, PLA logistics have proven highly adaptable and flexible to the situation. Often PLA logistics was not “pretty.”  It lacked efficiency, expended excessive personnel and other resources, or it failed to support decisive engagements. Significant shortfalls do exist. Nonetheless, PLA logistics has been proficient in providing sufficient operational support to massive numbers of personnel and equipment of mixed generations and origins that would make Western logisticians blanch.  Susan Puska, “The People’s Liberation Army (PLA) General Logistics Department (GLD): Towards Joint Logistics Support 2000.”  Introduction This chapter follows the People’s Liberation Army (PLA) General Logistics Department (GLD) (总后勤部) from the 2002 The People’s Liberation Army as Organization conference. The 2002 chapter on the GLD, along with several other publications, provided a good foundation for examining the historical background of the GLD’s organizational structure. However, while researching the GLD’s organization, we discovered that the majority of authoritative sources on the GLD are dated 2003 or earlier. Many documents draw heavily on the People’s Liberation Army Military Logistics151 Encyclopedia published in 2002, which predates major GLD reorganizations that began in 2003. At this time, no openly available publication, in English or Chinese, comprehensively captures the organizational changes within the GLD.  To complicate matters, there appears to be a great deal of confusion within the PLA and",1,2,7,30,4,2,0,2,10,False,2013.0
1WCaR-xwUdfnQs6pleAqaiZULxszDEQlk,GLD - Ken's Edits - All edits accepted - 25 Sep 2012.docx,PLA Org Structure,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Organization,"logistics, military, department, organizational, army",-0.4654,"General Logistics Department Organizational Reforms: 2000 - 2012 Erin Richter, Leigh Ann Ragland, and Katherine Atha   The views expressed in this report are those of the authors and do not necessarily reflect the official policy or position of the Department of Defense, or the U.S. Government. “Assessments and measurements of the PLA’s success or failure should avoid simplistic and direct comparisons to other modern military logistics systems, especially evolving Western logistics systems. Analysts should avoid assessments based on perennially limited information that habitually disdain PLA logistics as a historically weak link. On the contrary, PLA logistics have proven highly adaptable and flexible to the situation. Often PLA logistics was not “pretty.”  It lacked efficiency, expended excessive personnel and other resources, or it failed to support decisive engagements. Significant shortfalls do exist. Nonetheless, PLA logistics has been proficient in providing sufficient operational support to massive numbers of personnel and equipment of mixed generations and origins that would make Western logisticians blanch.”  Susan Puska, “The People’s Liberation Army (PLA) General Logistics Department (GLD): Towards Joint Logistics Support” 2000.  Introduction This chapter follows the People’s Liberation Army (PLA) General Logistics Department (GLD) (总后勤部) from the 2002 The People’s Liberation Army as Organization conference. The 2002 chapter on the GLD, along with several other publications, provided a good foundation for examining the historical background of the GLD’s organizational structure.  However, while researching the GLD’s organization, we discovered that the majority of authoritative published material on the GLD is dated 2003 or earlier. Many documents draw heavily on the People’s Liberation Army Military Logistics Encyclopedia published in 2002, which predates major GLD reorganizations that began in 2003. At this time, no publication publically available, in ",0,0,6,34,4,4,0,1,6,True,2012.0
1FQ2dueZ6yneM4d0iRBiLjONfGyIsb1V-,GLD - Erin - 25 Sep 2012.docx,PLA Org Structure,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Organization,"logistics, military, department, organizational, army",-0.4654,"General Logistics Department Organizational Reforms: 2000 - 2012 Erin Richter, Leigh Ann Ragland, and Katherine Atha   The views expressed in this report are those of the authors and do not necessarily reflect the official policy or position of the Department of Defense, or the U.S. Government. “Assessments and measurements of the PLA’s success or failure should avoid simplistic and direct comparisons to other modern military logistics systems, especially evolving Western logistics systems. Analysts should avoid assessments based on perennially limited information that habitually disdain PLA logistics as a historically weak link. On the contrary, PLA logistics have proven highly adaptable and flexible to the situation. Often PLA logistics was not “pretty.”  It lacked efficiency, expended excessive personnel and other resources, or it failed to support decisive engagements. Significant shortfalls do exist. Nonetheless, PLA logistics has been proficient in providing sufficient operational support to massive numbers of personnel and equipment of mixed generations and origins that would make Western logisticians blanch.”  Susan Puska, “The People’s Liberation Army (PLA) General Logistics Department (GLD): Towards Joint Logistics Support” 2000.  Introduction This chapter follows the People’s Liberation Army (PLA) General Logistics Department (GLD) (zong houqin bu; 总后勤部) from the 2002 The People’s Liberation Army as Organization conference. The 2002 chapter on the GLD, along with several other publications, provided a good foundation for examining the historical background of the GLD’s organizational structure.  However, while researching the GLD’s organization, we discovered that the majority of authoritative published materiel on the GLD is dated 2003 or earlier. Many documents draw heavily on the People’s Liberation Army Military Logistics Encyclopedia published in 2002, which predates major GLD reorganizations which began in 2003. At this time, no publication publical",0,0,6,35,4,4,0,1,6,False,2012.0
1KGhAb04OHqcgNk77p9duJ8K2GEQGIF-O,GLD Personnel in 2007.docx,PLA Org Structure,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Personnel,"personnel, http, baidu, blog, item",0.0,GLD Personnel in 2007 http://hi.baidu.com/%C2%CC%F4%C2%F4%C4%C1%F7%C3%A5/blog/item/f3274edbde22c665d1164eab.html  全军高级任职人员（4） 2007-11-06 19:30 ,0,0,0,0,1,0,0,0,0,False,2007.0
1dNjqe0_ZoQffNLmIdK--Yapw6Z8B03YB,Li Andong  - GAD Deputy Director.docx,PLA Org Structure,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Leadership,"http, general, lovenudt, andong, deputy",0.0,"Li Andong http://www.cnfatong.com.cn/main/home/ns_detail.php?id=9004&nowmenuid=47&cpath=&catid=0         Grade = Military Region deputy leader (6 rows, 1 stars) 中国人民解放军高级将领。  　　李安东，男，汉族，１９４６年７月生，陕西省西安市人。１９６５年８月参加工作，１９７３年１２月加入中国共产党。哈尔滨军事工程学院航空系毕业，大学学历，上将军衔。  １９６０年至１９６５年就读于济南市第一中学。１９６５年８月参加中国人民解放军。１９６５年８月至１９７０年８月就读于哈尔滨军事工程学院航空系。１９７０年８月至１９７７年９月任空军航空兵第十一师机械师、参谋。１９７７年９月至１９８３年１月任空军司令部科研部装备发展规划办公室参谋、科长。１９８３年１月至１９８５年６月任空军司令部科研部装备发展处处长。１９８５年６月至１９８７年２月在解放军总参谋部陆航办工作。１９８７年２月至１９８８年３月任解放军总参谋部装备部航空专用装备处副处长。１９８８年３月至１９９２年１２月任解放军总参谋部装备部综合计划处副处长、处长。１９９２年１２月至１９９３年２月任解放军总参谋部装备部综合计划局局长。１９９３年２月至１９９８年８月任解放军总参谋部装备部副部长、部长（其间：１９９６年３月至１９９７年１月在解放军国防大学基本系学习）。１９９８年８月至２０００年１２月任解放军总装备部部长助理兼总装备部综合计划部部长（１９９９年１２月免兼职）、总装备部党委委员。２０００年１２月起任解放军总装备部副部长、总装备部党委委员。２００８年７月起任解放军总装备部副部长、总装备部党委委员、总装备部科技委员会主任。曾任国防知识产权战略实施领导小组组长。  　　是中共第十六届中央委员，第十七届中央候补委员。１９９５年７月被授予少将军衔，２００２年７月晋升为中将军衔，２０１０年７月晋升为上将军衔  3-Star Promotions: 16th Batch (11) July 19, 2010  Li Andong: Chairman of the General Armament Department's Science and Technology Commission and deputy director of the General Armament Department         http://www.chinavalue.net/General/Blog/2010-10-10/489037.aspx      李安东上将(1946.08—) 陕西西安人。 1965年8月参加中国人民解放军。1973年12月加入中国共产党。1965年8月至1970年8月任哈尔滨军事工程学院航空系学员，1970年8月至 1977年9月任空军航空兵师机械师、参谋，1977年9月至1983年1月任空军司令部科研部装备发展规划办公室参谋、科长，1983年1月至1985 年6月任空军司令部科研部装备发展处处长，1985年6月至1987年2月任总参谋部陆航办工作,1987年2月至1988年3月任总参谋部装备部航空专 用装备处副处长，1988年3月至1992年12月任总参谋部装备部综合计划处副处长、处长,1992年12月至1993年2月任总参谋部装备部综合计划 局局长，1993年2月至1998年8月任总参谋部装备部副部长、部长（期间：1996年3月至1997年1月在国防大学基本系学习）1998年8月至 1999年12月任总装备部部长助理兼总装备部综合计划部部长，1999年12月至2000年12月任总装备部部长助理，2000年12月任总装备部副部 长。1995年7月晋升为少将军衔，2002年7月晋升为中将军衔。2010年7月晋升为上将军衔，现任总装备部科技委员会主任兼总装备部副部长。是中共 第十六届中央委员。        http://yishujia.findart.com.cn/54169-blog.html  李安东兼任总装备部科技委员会主任 返 回   据河南日报报道：河南省委书记徐光春，四川省委书记刘奇葆，总政治部副主任贾廷安，济南军区司令员范长龙，济南军区政委刘冬冬，成都军区司令员李世明，成都军区政委张海阳，总装备部科技委员会主任兼总装备部副部长李安东，总参谋长助理杨志琦，总后勤部副部长李买富等出席命名大会。 附录：李安东简历 李安东，男，汉族，1946年7月生，陕西西安人，1973年12月加入中国共产党，1965年8月参加工作，哈尔滨军事工程学院航空系毕业，大学学历，中将军衔。1965年8月参加中国人民解放军。1965年8月至1",0,1,0,2,1,0,0,1,3,False,
1dnCwxxGZf9ECyFiUuKM9EZu3U7N0vMVh,06 - GAD - Final - 23 Sep 2013.docx,PLA Org Structure,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Organization,"military, equipment, general, weapons, costind",0.6249,"General Armament Department  Kevin Pollpeter and Amy Chang  The General Armament Department (GAD/总装备部), also referred to as the General Armaments Department and the General Equipment Department (GED), was created in 1998 and is the youngest of the four General Departments. The GAD is a Central Military Commission (CMC) member–grade organization (军委委员) and is led by a Director (主任) who holds the same grade and has the rank of general. The GAD also has a political commissar (政委), who serves as the secretary of the Party Committee and is a military region (MR) leader-grade (正大军区职) officer who holds the rank of lieutenant general or general. In addition, the GAD has averaged three to five deputy directors and one deputy political commissar, who, like the political commissar, have the grade of military region leader and the rank of lieutenant general or general. To date, no PLA Navy, Air Force, or Second Artillery officer has served as a deputy.   The GAD is responsible for the PLA’s weapons and equipment research, development, acquisition, and maintenance. It determines, formulates, supervises, and implements the policies, laws and regulations regarding weapons and equipment for the entire military. The GAD is also responsible for weapons and equipment budgeting, including oversight and auditing. In conducting these tasks, the GAD operates China’s test, evaluation, and training bases as well as a network of military representative bureaus and offices. Finally, the GAD guides the direction of PLA modernization through its Science and Technology Committee.   The GAD was formed in April 1998 from elements of the General Staff Department (GSD), the General Logistics Department (GLD), and the now defunct Commission for Science, Technology, and Industry for National Defense (COSTIND/国防科学技术工业委员/科工委) in an effort to establish more military control over weapons and equipment development and procurement. This reform resulted in a downgraded COSTIND and placed responsibility for p",2,2,5,26,6,0,0,26,20,False,2013.0
1EKqAWntwGGPzvPpUvwyr6EFcNsNRtT_s,GAD Academic Insitutions and Grades.docx,PLA Org Structure,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Technology,"engineering, academy, equipment, research, center",-0.5106,"  Academy of Equipment Command and Technology (装备指挥技术学院) The Academy of Equipment Command Technology is an institution aimed at the development of weaponry and equipment, training command and management personnel, training senior engineering and technical personnel for national defense scientific research and applications. It was founded in 1978 and changed to its present name in 1999 (formerly known as COSTIND Command Institute of Technology). The academy is located in Huairou, Beijing. The academy has a testing and launch site, TT&C facility, electro-optical tracking measurement facility, command and control facility, and a communications facility. Some of the major fields of study include: aircraft testing and launching, computer and applications, TT&C engineering, communication engineering, optoelectronic measuring equipment, radio telemetry remote control, conventional weapons testing equipment, and aerospace communications.  Armored Corps Engineering Academy (装甲兵工程学院) Armored Corps Engineering Academy is a professional and technical institution to train armored equipment and technical support personnel for the military’s armored mechanized units. This college was founded in 1953 and is formerly known as the Harbin Military Engineering College Armored Forces Department. In 1961 it was expanded to Xi’an and was called the Armored Forces Engineering College and in 1969 it was moved to Beijing.  The academy has 30 fields of study and has specialized laboratories, field training ground and other training simulation centers, a computer center, and language laboratory. It has close to 200 laboratories (including one National Key Laboratory), a computer center, an electro-optical measurement center, a combat simulation center, and a teaching command center. It has one Ph.D. science and research post-doctoral flow station, and 31 research areas.  Fields of study include: applied engineering, military opto-electric engineering, computer science and technology, engineeri",1,0,11,17,13,1,0,35,0,False,
1Tnpp3XbLkGpK4a76yOgb2o53HQUFRFwg,GAD Conference Draft - 3 Dec - Ken.docx,PLA Org Structure,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Organization,"military, equipment, weapons, industry, costind",-0.4588,"General Armament Department   Kevin Pollpeter and Amy Chang  The General Armament Department (GAD/总装备部), also referred to as the General Equipment Department (GED), is the youngest of the four eneral epartments. he GAD a Central Military Commission (CMC) member–organization (军委委员)led by a Director (主任) who 正大军区职  The GAD is responsible for the PLA weapons and equipment research, development, acquisition, and maintenance. It determines, formulates, supervises, and implements the policies, laws and regulations regarding weapons and equipment for the entire military. The GAD is also responsible for weapons and equipment budgeting, including oversight and auditing. In conducting these tasks, the GAD operates China’s test, evaluation, and training bases as well as a network of military representative bureaus and offices. Finally, the GAD guides the direction of PLA modernization through its Science and Technology Committee.   The GAD was formed in April 1998 from elements of the General Staff Department (GSD), the General Logistics Department (GLD), and the now defunct Commission Science, Technology, and Industry for National Defense (COSTIND) in an effort to establish more military control over weapons and equipment development and procurement. This reform resulted in a downgraded COSTIND and placed responsibility for procurement in the hands of the GAD. The previous procurement bureaucracy made up of COSTIND and the GLD had been characterized by competing interests. COSTIND, for example, was widely seen as representing the defense industry’s interests over the military’s interests. The new structure sought to correct this deficiency by centralizing control and decision-making in the hands of the newly formed GAD and relegated COSTIND to the diminished, but still important, role of managing the defense industry.  The GAD-COSTIND relationship was further reformed in 2008 at the expense of COSTIND. While it appears that GAD did not directly benefit from this latest reform",2,2,5,27,1,0,0,26,6,True,
1tJxO6zze5kBxGRu5cLprx083tgb48UOl,GAD Conference Draft - 3 Dec - Kev.docx,PLA Org Structure,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Organization,"military, equipment, general, weapons, industry",-0.7717,"    General Armament Department 总装备部  Kevin Pollpeter and Amy Chang  The General Armament Department (GAD/总装备部), also referred to as the General Equipment Department (GED), is the youngest and lowest ranking of the four general departments. The GAD is a Central Military Commission (CMC) member–level organization (军委委员). It is led by a Director (主任) who is a member of the CMC (grade: CMC member -军委委员, rank of General) and by five deputy directors (grade of military region leader - 正大军区职, ranging in rank from lieutenant general to general). Directors of the GAD have been members of the CMC since 1998 when the GAD was established.   The GAD is responsible for the People’s Liberation Army’s (PLA) weapons and equipment research, development, acquisition, and maintenance. It determines, formulates, supervises, and implements the policies, laws and regulations regarding weapons and equipment for the entire military. The GAD is also responsible for weapons and equipment budgeting, including oversight and auditing. In conducting these tasks, the GAD operates China’s test, evaluation, and training bases as well as a network of military representative bureaus and offices. Finally, the GAD guides the direction of PLA modernization through its Science and Technology Committee.   The GAD was formed in April 1998 from elements of the General Staff Department (GSD), the General Logistics Department (GLD), and the now defunct civilian Commission on Science, Technology, and Industry for National Defense (COSTIND) in an effort to establish more military control over weapons and equipment development and procurement. This reform resulted in a downgraded COSTIND and placed responsibility for procurement in the hands of the GAD. The previous procurement bureaucracy made up of COSTIND and the GLD had been characterized by competing interests. COSTIND, for example, was widely seen as representing the defense industry’s interests over the military’s interests. The new structure sought to co",1,1,5,26,4,0,0,26,13,True,
16k2jC49ZdfpQqZsx4uqMZVO2V4u3TdES,GAD Conference Draft - 12 June 2012.docx,PLA Org Structure,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Organization,"military, china, costind, equipment, industry",-0.128,"General Armament Department 总装备部  Kevin Pollpeter and Amy Chang  The General Armament Department (GAD), established in 1998, is the youngest of the four general departments. The GAD is responsible for weapons and equipment development and maintenance, and operating China’s test, evaluation, and training bases. The GAD also guides the direction of PLA modernization through its Science and Technology Committee, an organization with a direct channel to the CMC.  The GAD was formed in April 1998 from the now defunct civilian Commission on Science, Technology, and Industry for National Defense (COSTIND) in an effort to establish more military control over weapons and equipment development and procurement. This reform abolished COSTIND and placed responsibility for procurement in the hands of the GAD. The previous procurement bureaucracy made up of COSTIND and the GLD had been characterized by competing interests. COSTIND, for example, was widely seen as representing the defense industry’s interests over the military’s interests. The new structure sought to correct this deficiency by centralizing control and decision-making in the hands of the newly formed GAD and relegated COSTIND to the diminished, but still important, role of managing the defense industry.  The GAD-COSTIND relationship was further reformed in 2008 at the expense of COSTIND. While it appears that GAD did not directly benefit from this latest reform, COSTIND was downgraded to the State Administration for Science, Technology, and Industry for National Defense (SASTIND), a ju-level organization.  With this reorganization, responsibility for direct management of the affairs of the defense industry was given to the State Assets Supervision and Administration Commission (SASAC). The new SASTIND reports to the newly created “super ministry” called the Ministry of Industry and Information Technology (MIIT) and is responsible for coordinating the activities of the defense industry, civil-military integration, an",2,2,5,25,1,0,1,19,4,True,2012.0
1kfi5k7z2HtBimkpjzZApEd94O86CL-iC,Ch 12 PAP_KPedits 17 Oct 2013.docx,PLA Org Structure,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Organization,"security, forces, leadership, china, units",0.2272,"Chapter Twelve: China’s People’s Armed Police Force Leadership, Command, and Organization in the Wake of the 2009 PAP Law  Murray Scot Tanner  Important as the development of the regular PLA has been to China’s emergence as a global power, China’s ability to develop effective, professional paramilitary internal security and emergency response forces will almost certainly have a greater impact on China’s day-to-day national security than any other effort to strengthen China’s military and security forces.  The Chinese Communist Party (CCP) continues to face increasing social unrest, violent crime, cross-border drug trafficking, and other threats to internal stability. Moreover, it has been made clear by recent major social uprisings and natural disasters, such as the 2008 and 2009 riots in Lhasa and Urumqi, and the 2008 Sichuan earthquake, that when China’s paramilitary and emergency response forces are unable to handle these crises, Beijing has little choice but to call upon the regular PLA to help support these disaster relief and domestic security operations. China’s capacity to develop emergency response and paramilitary forces, therefore, will continue to have a major impact on the regular PLA’s ability to free itself to focus on its new emerging missions.  This chapter examines recent efforts to reorganize People’s Armed Police Force (PAP/武装警察部队/武警部队) leadership and management to help it better meet the leadership’s expectations of this force.  It focuses in particular on the most important effort to reorganize PAP leadership and command in the past decade—the passage in 2009 of the Law of the People’s Republic of China on the People’s Armed Police (hereafter the PAP Law)—which raised serious issues of the ability of local officials to mobilize the PAP for security missions in their area. The final draft of the law removed language that reaffirmed the authority of local officials to mobilize local PAP forces. This paper, drawing on debates over the draft law an",0,1,0,19,1,2,0,0,11,True,2013.0
1EA_FqSb6ny70XSvduSA5Kiolb4zygqHy,Ch 12 PAP_KPedits - 7 Oct 2013.docx,PLA Org Structure,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Organization,"security, forces, leadership, china, units",0.2272,"Chapter Twelve: China’s People’s Armed Police Force Leadership, Command, and Organization in the Wake of the 2009 PAP Law  Murray Scot Tanner  Important as the development of the regular PLA has been to China’s emergence as a global power, China’s ability to develop effective, professional paramilitary internal security and emergency response forces will almost certainly have a greater impact on China’s day-to-day national security than any other effort to strengthen China’s military and security forces.  The Chinese Communist Party (CCP) continues to face increasing social unrest, violent crime, cross-border drug trafficking, and other threats to internal stability. Moreover, it has been made clear by recent major social uprisings and natural disasters, such as the 2008 and 2009 riots in Lhasa and Urumqi, and the 2008 Sichuan earthquake, that when China’s paramilitary and emergency response forces are unable to handle these crises, Beijing has little choice but to call upon the regular PLA to help support these disaster relief and domestic security operations. China’s capacity to develop emergency response and paramilitary forces, therefore, will continue to have a major impact on the regular PLA’s ability to free itself to focus on its new emerging missions.  This chapter examines recent efforts to reorganize People’s Armed Police Force (PAP/武装警察部队/武警部队) leadership and management to help it better meet the leadership’s expectations of this force.  It focuses in particular on the most important effort to reorganize PAP leadership and command in the past decade—the passage in 2009 of the Law of the People’s Republic of China on the People’s Armed Police (hereafter the PAP Law)—which raised serious issues of the ability of local officials to mobilize the PAP for security missions in their area. The final draft of the law removed language that reaffirmed the authority of local officials to mobilize local PAP forces. This paper, drawing on debates over the draft law an",0,1,0,19,1,2,0,0,11,True,2013.0
